NAME,BORO,BUILDING,STREET,ZIPCODE,CUISINE DESCRIPTION,Latitude,Longitude
GINGER'S BAR,Brooklyn,363,5 AVENUE,11215,Irish,40.67140709,-73.9844268
YAMA RAMEN,Manhattan,60,WEST   48 STREET,10036,Japanese,40.75819878,-73.98032034
TOP CHOICE JAMAICAN RESTAURANT,Bronx,686,NEREID AVENUE,10470,Caribbean,40.89862846,-73.85479155
GOOD GOOD TASTE,Brooklyn,5806,8 AVENUE,11220,Chinese,40.63652442,-74.00849591
ASIAN TOKYO JAPANESE CUISINE,Bronx,4685,MANHATTAN COLLEGE PARKWAY,10471,Japanese,40.89087194,-73.89831936
BROOKLYN BAGEL,Brooklyn,2,STANWIX STREET,11206,Café/Coffee/Tea,40.69814778,-73.9337007
JULIANO'S ESPRESSO BAR,Manhattan,1378,LEXINGTON AVENUE,10128,Café/Coffee/Tea,40.78258363,-73.95333931
DON NICO'S,Queens,9014,161ST ST,11432,Mexican,40.70518805,-73.79927388
NEW DE XING CHINESE RESTAURANT,Queens,22608,MERRICK BLVD,11413,Chinese,40.6772151,-73.74375487
BARCLAY STREET CAFE,Manhattan,245,GREENWICH STREET,10007,Café/Coffee/Tea,40.71405858,-74.0115864
ROSA MEXICANO,Manhattan,9,EAST   18 STREET,10003,Mexican,40.73823473,-73.99115187
LOS HERMANOS SALAZAR RESTAURANT,Bronx,645,COURTLANDT AVENUE,10451,Mexican,40.81888818,-73.91849236
FUEL FEVER II,Staten Island,1144,HYLAN BOULEVARD,10305,American,40.59859616,-74.0809064
YUN XIANG LOU CHINESE RESTAURANT,Brooklyn,5110,7 AVENUE,11220,Chinese,40.64175885,-74.00663367
TASTE OF LAHORE,Queens,7310,NORTHERN BOULEVARD,11372,Pakistani,40.75468718,-73.89352897
TEXAS CHICKEN AND BURGERS,Brooklyn,1000,CONEY ISLAND AVENUE,11230,Chicken,40.63322352,-73.96705927
I  LOVE DIM SUM,Brooklyn,123,AVENUE U,11223,Chinese,40.59625696,-73.97980292
JOE'S SHANGHAI RESTAURANT,Queens,13621,37TH AVE,11354,Chinese,40.76172563,-73.83037112
H&H MIDTOWN BAGELS EAST,Manhattan,526,COLUMBUS AVENUE,10024,Bagels/Pretzels,40.78606467,-73.97249034
TOWNPLACE SUITES BREAKFAST,Manhattan,324,WEST   44 STREET,10036,American,40.75890541,-73.989763
EL VINCENTINO RESTAURANTE SALVADORENO,Queens,43-37,162 STREET,11358,"Latin (Cuban, Dominican, Puerto Rican, South & Central American)",40.75833269,-73.80424963
E-MO KIMBOB,Manhattan,2,WEST   32 STREET,10001,Korean,40.74730839,-73.98590313
HARLEM NIGHTS,Manhattan,2361,7 AVENUE,10030,American,40.81726123,-73.942256
La Dinastia Latin-Chinese Cuisine,Manhattan,145,WEST   72 STREET,10023,Chinese/Cuban,40.77806807,-73.98034333
PARK ASIA RESTAURANT,Brooklyn,801,66 STREET,11220,Chinese,40.63181397,-74.01283663
FIREFLY,Queens,4512,43RD AVE,11104,American,40.74496962,-73.91905952
HUI TEA,Manhattan,240A,CANAL STREET,10013,Café/Coffee/Tea,40.71806653,-74.0000505
LA BERGAMOTE,Manhattan,177,9 AVENUE,10011,French,40.74491031,-74.00248653
LUNCH BOX,Manhattan,886,9 AVENUE,10019,American,40.7681987,-73.98549074
TASTE OF HONG KONG,Queens,3711,MAIN ST,11354,Chinese,40.76132033,-73.83099665
TU CASA RESTAURANT,Queens,10月30日,STEINWAY STREET,11103,Spanish,40.76332399,-73.91546332
TSURUTONTAN UDON NOODLE BRASSERIE,Manhattan,64,WEST   48 STREET,10036,Japanese,40.75823173,-73.98039613
SUSHI HANA,Manhattan,111,RIVINGTON STREET,10002,Japanese,40.71991861,-73.98788227
STARBUCKS,Manhattan,48,WEST   73 STREET,10023,Café/Coffee/Tea,40.77772994,-73.9774621
OLYMPIA DELI & JUICE,Manhattan,761,AVENUE OF THE AMERICAS,10010,American,40.74441872,-73.99170681
THE NEW AMITY RESTAURANT,Manhattan,1134,MADISON AVENUE,10028,American,40.77974519,-73.95963131
MR FULTON,Brooklyn,1274,FULTON STREET,11216,American,40.68039457,-73.94989943
UNCLE PAULS PIZZA NY,Manhattan,70,VANDERBILT AVENUE,10017,Pizza/Italian,40.75466012,-73.97675527
LALI GURAS RESTAURANT,Queens,3763,76 STREET,11372,Other,40.74737968,-73.8896285
ORCHARD BEACH SNACK BAR SECTION #7,Bronx,1,ORCHARD BEACH ROAD,10464,Café/Coffee/Tea,40.86515325,-73.8028385
UPTOWN JUICE BAR,Manhattan,2524,7 AVENUE,10039,"Juice, Smoothies, Fruit Salads",40.82249897,-73.93845405
CAFE CREOLE,Brooklyn,1366,FLATBUSH AVENUE,11210,Creole,40.63705273,-73.95215878
CHEBI COFFEE SHOP,Brooklyn,1739,WEST    7 STREET,11223,American,40.60475213,-73.98008124
AUTHENTIC SZECHUAN,Brooklyn,384,5 AVENUE,11215,Chinese,40.67107775,-73.98472609
GOLDEN KRUST CARIBBEAN BAKERY & GRILL,Brooklyn,1014,NOSTRAND AVENUE,11225,Caribbean,40.66368208,-73.95096454
PUBLIQUE ESPRESSO,Manhattan,420,WEST  118 STREET,10027,American,40.80760964,-73.95890995
JOHN SULLIVAN'S PUB,Manhattan,210,WEST   35 STREET,10001,Irish,40.7519091,-73.99076746
NEW RONG HANG RESTAURANT,Manhattan,38,ELDRIDGE STREET,10002,Chinese,40.71571132,-73.99320382
DALLAS BBQ,Brooklyn,180,LIVINGSTON STREET,11201,Barbecue,40.69004441,-73.9868384
ABDULLAH SWEETS AND RESTAURANT,Brooklyn,91,CHURCH AVENUE,11218,Bangladeshi,40.64261913,-73.97986811
HUNAN BISTRO,Manhattan,96,3 AVENUE,10003,Chinese,40.73228104,-73.98792692
CROWN FRIED CHICKEN & PIZZA,Brooklyn,10309,GLENWOOD ROAD,11236,American,40.64825679,-73.89754817
1 OAK,Manhattan,453,WEST   17 STREET,10011,American,40.74371072,-74.00597262
DADDYO'S ON BAY,Staten Island,181,BAY STREET,10301,Barbecue,40.63728445,-74.07612899
MOTORINO PIZZERIA NAPOLETANA,Manhattan,349,EAST   12 STREET,10003,Pizza/Italian,40.73052127,-73.98473406
TONY'S PIZZERIA & RESTAURANT,Queens,45-18,104 STREET,11368,Pizza/Italian,40.74682604,-73.86015105
LA SUPERIOR,Brooklyn,295,BERRY STREET,11249,Mexican,40.7135978,-73.96372602
ZUMA NEW YORK,Manhattan,261,MADISON AVENUE,10016,Japanese,40.75079897,-73.98073038
FERGANA,Queens,9409,63RD DR,11374,Jewish/Kosher,40.72878834,-73.86318371
BEMBE,Brooklyn,81,SOUTH    6 STREET,11249,American,40.71092758,-73.96513423
ATLANTIC GRILL WEST,Manhattan,49,WEST   64 STREET,10023,American,40.77165092,-73.98083263
HANG YAN,Queens,135-14,JAMAICA AVENUE,11418,Chinese,40.70240759,-73.81733331
CERTE CATERING,Manhattan,20,WEST   55 STREET,10019,American,40.76203509,-73.97582857
SACRED CHOW,Manhattan,227,SULLIVAN STREET,10012,Vegetarian,40.72955064,-73.9997763
NEW OCEAN,Manhattan,393,LENOX AVENUE,10027,Chinese,40.81080336,-73.94328035
LOPEZ FAMILY MARKET,Brooklyn,173,PARK AVENUE,11205,Spanish,40.6962011,-73.97232562
SALT AND PEPPER RESTAURANT & CAFE,Manhattan,139,WEST   33 STREET,10001,Soups,40.74963084,-73.98944322
CORONA COFFEE SHOP,Queens,39-14,104 STREET,11368,Mexican,40.75052828,-73.86205252
BRICOLAGE,Brooklyn,162,5 AVENUE,11217,Vietnamese/Cambodian/Malaysia,40.67787025,-73.97947887
MISSION CEVICHE,Manhattan,353,WEST   14 STREET,10014,Seafood,40.74041708,-74.00409582
JING LUNG CHINESE RESTAURANT,Brooklyn,1242,NOSTRAND AVENUE,11225,Chinese,40.65675394,-73.95022361
DUNKIN',Brooklyn,407,AVENUE P,11223,Donuts,40.6088787,-73.97242678
LIANG'S SEAFOOD RESTAURANT,Brooklyn,4922,8 AVENUE,11220,Seafood,40.64150098,-74.00331142
STARBUCKS,Queens,3711,35 AVENUE,11101,Café/Coffee/Tea,40.75579527,-73.92351848
FANSWAY TERIYAKI KITCHEN,Brooklyn,1513A,MYRTLE AVENUE,11237,Japanese,40.69914016,-73.91518078
LUNCH BOX,Manhattan,886,9 AVENUE,10019,American,40.7681987,-73.98549074
AWASH ETHIOPIAN RESTAURANT,Manhattan,338,EAST    6 STREET,10003,Ethiopian,40.72696439,-73.98754184
RICH VILLAGE RESTAURANT,Brooklyn,6009,7 AVENUE,11220,Chinese,40.63669156,-74.01187557
MAXIN BAKERY,Queens,Jun-40,MAIN STREET,11354,Bakery,40.75935368,-73.8300487
POPEYES,Brooklyn,682,ROCKAWAY AVENUE,11212,Chicken,40.66303067,-73.90905244
WASHINGTON AVENUE CAFE,Brooklyn,621,WASHINGTON AVENUE,11238,Café/Coffee/Tea,40.67896709,-73.96398288
BOHEMIAN SPIRIT RESTAURANT,Manhattan,321,EAST   73 STREET,10021,American,40.76919072,-73.95716834
AWASH ETHIOPIAN RESTAURANT,Brooklyn,242,COURT STREET,11201,Ethiopian,40.68566986,-73.99431384
JADE ASIAN BISTRO,Staten Island,331,NEW DORP LANE,10306,Chinese/Japanese,40.57130937,-74.11131767
MCDONALD'S,Brooklyn,57,EMPIRE BOULEVARD,11225,Hamburgers,40.66332885,-73.96022829
GANDA SUSHI EXPRESS,Queens,8008,SURREY PL,11432,Japanese,40.72634064,-73.78931345
RITZ WEST INDIAN CUISINE,Brooklyn,926,CLARKSON AVENUE,11203,Caribbean,40.65685396,-73.92688326
THINK COFFEE,Manhattan,350,BROADWAY,10013,Café/Coffee/Tea,40.7169466,-74.00394287
DOUBLE DRAGON RESTAURANT,Brooklyn,7714,13 AVENUE,11228,Chinese,40.6190017,-74.00879264
MEDITERRANEO PIZZA,Manhattan,1593,SAINT NICHOLAS AVENUE,10040,Pizza/Italian,40.85467607,-73.92982075
NEW SUCCESS CHINESE,Queens,142-09,FARMERS BOULEVARD,11434,Chinese,40.67014131,-73.76531754
VIDA'S BROOKLYN,Brooklyn,704,DEKALB AVENUE,11216,"Ice Cream, Gelato, Yogurt, Ices",40.69176526,-73.94786428
LA LANTERNA DI VITTORIO,Manhattan,129,MACDOUGAL STREET,10012,Italian,40.73062658,-73.99996392
TRONO DE MEXICO,Queens,38-19,69 STREET,11377,"Latin (Cuban, Dominican, Puerto Rican, South & Central American)",40.74688647,-73.89642148
INTERCONTINENTAL NEW YORK TIMES SQUARE/TODD ENGLISH THE STINGER,Manhattan,306,WEST   44 STREET,10036,French,40.75874893,-73.98939484
CHIMNEY CONE FACTORY,Manhattan,167,WEST   32 STREET,10001,Café/Coffee/Tea,40.7492549,-73.9904791
JOSEPH'S DREAM BURGER,Brooklyn,1899,CONEY ISLAND AVENUE,11230,Jewish/Kosher,40.61108271,-73.96257539
NEW JING HUI RESTAURANT,Manhattan,255,WEST  148 STREET,10039,Chinese,40.82422033,-73.93922207
JOE & THE JUICE,Manhattan,1350,AVENUE OF THE AMERICAS,10019,"Juice, Smoothies, Fruit Salads",40.76272453,-73.97834079
VILLA BERULIA,Manhattan,107,EAST   34 STREET,10016,Italian,40.74686575,-73.98082174
"DUNKIN', BASKIN ROBBINS",Queens,13320,ROCKAWAY BOULEVARD,11420,Donuts,40.67467347,-73.80514143
ONE LUCKY STAR,Queens,20523,LINDEN BLVD,11412,Chinese,40.69586515,-73.74711245
YONG KANG STREET,Brooklyn,5100,KINGS PLZ,11234,Chinese,40.60992885,-73.92228162
BIG NICK'S PIZZA / GYROSHOP,Manhattan,70,WEST   71 STREET,10023,Pizza/Italian,40.77640718,-73.9785674
LA GRAN VIA BAKERY,Brooklyn,4516,5 AVENUE,11220,Bakery,40.64775614,-74.00756761
AVENUE BBQ HUT,Queens,12209,LIBERTY AVE,11419,Caribbean,40.68726028,-73.82153242
EL MARIACHI RESTAURNT,Queens,6712,ROOSEVELT AVE,11377,Mexican,40.7461522,-73.89789869
DELI & GRILL,Brooklyn,5001,4 AVENUE,11220,"Latin (Cuban, Dominican, Puerto Rican, South & Central American)",40.64637506,-74.01265567
CAFE VERDE,Manhattan,212,NORTH END AVENUE,10282,Café/Coffee/Tea,40.71620734,-74.01505343
PEKING EXPRESS,Queens,8771,PARSONS BLVD,11432,Chinese,40.7074171,-73.80260711
ARCHER SPORTS BAR,Bronx,1511,WHITE PLAINS ROAD,10462,American,40.83839797,-73.86365854
YUMMY SUSHI,Manhattan,1758,1 AVENUE,10128,Japanese,40.7801984,-73.94693539
LA SALLE BAKERY,Bronx,3139,EAST TREMONT AVENUE,10461,Bakery,40.83791542,-73.83477669
ROSA'S PIZZA,Queens,55-26,69 STREET,11378,Pizza/Italian,40.72743895,-73.89548128
THE MILL COFFEE HOUSE,Queens,44-61,11 STREET,11101,Café/Coffee/Tea,40.74819851,-73.94970027
BUONGIORNO ESPRESSO BAR,Manhattan,502,9 AVENUE,10018,American,40.7559908,-73.99439083
FLOR DE MAYO,Manhattan,484,AMSTERDAM AVENUE,10024,"Latin (Cuban, Dominican, Puerto Rican, South & Central American)",40.78593652,-73.97630014
FLANNERY'S BAR,Manhattan,205,WEST   14 STREET,10011,American,40.73876755,-74.00018404
SHAKING CRAB,Manhattan,2869,BROADWAY,10025,Seafood,40.80511424,-73.96601665
POTBELLY SANDWICH WORKS,Manhattan,100,PARK AVENUE,10017,Sandwiches/Salads/Mixed Buffet,40.75099346,-73.97850342
WINNERS BAR,Queens,82-67,BROADWAY,11373,"Bottled beverages, including water, sodas, juices, etc.",40.74173591,-73.88085424
KASBAH BBQ & GRILL,Manhattan,251,WEST   85 STREET,10024,Jewish/Kosher,40.78785534,-73.97752728
KLEINBERG'S,Brooklyn,165,TOMPKINS AVENUE,11206,American,40.69371592,-73.94596593
T & G FLAVORS,Queens,22801,LINDEN BLVD,11411,Caribbean,40.69291277,-73.7330311
TWO SAINTS,Brooklyn,753,NOSTRAND AVENUE,11216,American,40.67149619,-73.95033513
CAFE BEE,Manhattan,239,WEST   72 STREET,10023,American,40.7792213,-73.98306912
AMY'S BREAD (CAFE AT NEW YORK PUBLIC LIBRARY),Manhattan,476,5 AVENUE,10018,Café/Coffee/Tea,40.75271768,-73.98145168
OASIS RESTAURANT & BAR,Bronx,4653,WHITE PLAINS ROAD,10470,Caribbean,40.90279274,-73.85092615
BURGER KING,Bronx,3440,JEROME AVENUE,10467,Hamburgers,40.88160988,-73.88248672
MOE'S SOUTHWEST GRILL,Staten Island,2397,HYLAN BOULEVARD,10306,Mexican,40.57254252,-74.10768059
FRESH WOK,Brooklyn,1968,86 STREET,11214,Other,40.60492403,-73.99880437
ROUND 2 CAFE,Brooklyn,1165,UTICA AVENUE,11203,Caribbean,40.64397162,-73.92953874
DARN DONUTS AND MORE,Brooklyn,8723,4 AVENUE,11209,American,40.62136439,-74.02892562
LAKE STREET BAR,Brooklyn,706,MANHATTAN AVENUE,11222,American,40.72578023,-73.95192527
SUBWAY,Manhattan,3419,BROADWAY,10031,Sandwiches,40.82254714,-73.95329312
SWEETGREEN,Manhattan,1500,3 AVENUE,10028,Salads,40.77784399,-73.95470749
TANDON,Brooklyn,6,METROTECH CTR,11201,American,40.69402437,-73.98720543
TART TART HOUSE,Queens,14711,45TH AVE,11355,Bakery,40.75552889,-73.8149889
EDO ASIAN FUSION,Brooklyn,2087,CONEY ISLAND AVENUE,11223,Japanese,40.60630653,-73.96179658
BROTHERS BAGELS,Brooklyn,285,COURT STREET,11231,American,40.68431671,-73.99494133
URBAN BACKYARD,Manhattan,180,MULBERRY STREET,10012,Café/Coffee/Tea,40.72069048,-73.99674957
NEW SUNNY RESTAURANT,Brooklyn,69,UTICA AVENUE,11213,Chinese,40.67669539,-73.93036207
WOK 88,Manhattan,1570,3 AVENUE,10128,Chinese,40.78027238,-73.95293291
CHINA CITY,Brooklyn,1732,86 STREET,11214,Chinese,40.60800088,-74.00390759
BURRITO REPUBLIC,Queens,5915,71ST AVE,11385,Mexican,40.70065063,-73.89926338
PRINCE NOODLE AND CAFE,Queens,Sep-40,PRINCE STREET,11354,Chinese,40.75882381,-73.8318224
GOLDEN KRUST CARIBBEAN BAKERY & GRILL,Brooklyn,1364,PENNSYLVANIA AVENUE,11239,Caribbean,40.64800023,-73.8819448
ITALIENNE,Manhattan,19,WEST   24 STREET,10010,Italian,40.74262626,-73.99009391
ROYS REST & SPORTS BAR,Queens,111-01,LIBERTY AVENUE,11419,"Bottled beverages, including water, sodas, juices, etc.",40.68479883,-73.83099663
CORK & KALE AT EVEN HOTEL,Brooklyn,46,NEVINS STREET,11217,American,40.68741971,-73.98176199
THE MASALA WALA,Manhattan,179,ESSEX STREET,10002,Indian,40.72184803,-73.9865038
GOLDEN KRUST BAKERY,Brooklyn,9529,CHURCH AVENUE,11212,Caribbean,40.6553314,-73.91603318
696 GOURMET DELI,Manhattan,696,3 AVENUE,10017,Delicatessen,40.75188998,-73.97363783
QUEENS SEAFOOD RESTAURANT,Queens,82-22,45 AVENUE,11373,Chinese,40.74163342,-73.88261187
LE PAIN QUOTIDIEN,Manhattan,801,BROADWAY,10003,Bakery,40.73255857,-73.99126448
EXITO BAR & LOUNGE,Bronx,960,EAST  165 STREET,10459,Spanish,40.82393016,-73.89472212
STAR 99C PIZZA,Manhattan,156,DELANCEY STREET,10002,Pizza/Italian,40.71790102,-73.98628094
PAMPAS ARGENTINAS,Queens,105-07,METROPOLITAN AVENUE,11375,"Latin (Cuban, Dominican, Puerto Rican, South & Central American)",40.71000042,-73.84796118
SYMPOSIUM GREEK RESTAURANT,Manhattan,544,WEST  113 STREET,10025,Greek,40.80548964,-73.96394666
THE LEGEND KTV,Brooklyn,947,61 STREET,11219,Chinese,40.63297553,-74.00694624
PASTA PASTA RESTAURANT,Bronx,2023,WILLIAMSBRIDGE ROAD,10461,Italian,40.85456997,-73.85470736
FRIENDLY GOURMET PIZZA,Manhattan,59,NASSAU STREET,10038,Pizza/Italian,40.70917314,-74.00877573
TACOS EL CHULETON,Bronx,2399,GRAND CONCOURSE,10468,Mexican,40.86004878,-73.89844981
ANEJO,Manhattan,668,10 AVENUE,10036,Mexican,40.76277303,-73.99317373
DAVIDOVICH BAKERY/BLUEMOON HOTEL,Manhattan,100,ORCHARD STREET,10002,Café/Coffee/Tea,40.71855192,-73.9900001
MY PIE,Manhattan,690,LEXINGTON AVENUE,10022,Pizza/Italian,40.76063372,-73.96935318
COUSINS' PIZZA & PASTA,Bronx,3579,EAST TREMONT AVENUE,10465,Pizza/Italian,40.82942799,-73.82504499
FARMER'S FRIDGE - BELLEVUE HOSPITAL - 12TH FLOOR,Manhattan,462,1 AVENUE,10016,Other,40.73948979,-73.97662346
INCHEON RESTAURANT,Queens,16225,DEPOT ROAD,11358,Korean,40.76198093,-73.80291044
RANGOON,Brooklyn,500,PROSPECT PLACE,11238,Asian,40.67585604,-73.96031453
PINKS,Manhattan,242,EAST   10 STREET,10003,American,40.72893206,-73.98485709
BAR 9,Manhattan,807,9 AVENUE,10019,American,40.76567374,-73.98736129
ASIAN 59,Manhattan,207,EAST   59 STREET,10022,Chinese/Japanese,40.76136841,-73.96614013
Da Gennaro,Manhattan,129,MULBERRY STREET,10013,Italian,40.71832452,-73.99783553
THE OZONE DINER,Queens,13335,79TH ST,11414,American,40.67190865,-73.85667496
LEMONGRASS GRILL,Brooklyn,156,COURT STREET,11201,Thai,40.68864511,-73.99287846
3 GREEKS GRILL,Queens,3561,VERNON BLVD,11106,Greek,40.76271741,-73.94200386
MR. SIMI #8 KITCHEN,Brooklyn,1658,BATH AVENUE,11214,Chinese,40.60555773,-74.00896013
HONG KONG KITCHEN,Queens,8446,ELIOT AVENUE,11379,Chinese,40.7276228,-73.87361313
DUNKIN',Queens,18905,LINDEN BLVD,11412,Donuts,40.69172528,-73.76216173
THE QUEENSBORO,Queens,8002,NORTHERN BLVD,11372,American,40.75536445,-73.88707054
SUBWAY,Manhattan,28,WATER STREET,10004,Sandwiches,40.70308779,-74.01102906
SHASHEMENE INT'L RESTAURANT,Brooklyn,195,EAST   56 STREET,11203,Caribbean,40.65198322,-73.92457494
JAVA DAY CAFE,Queens,160-09,NORTHERN BOULEVARD,11358,Café/Coffee/Tea,40.76282771,-73.80533377
KAI FAN ASIAN CUISINE,Bronx,3717,RIVERDALE AVENUE,10463,Jewish/Kosher,40.88726736,-73.90715316
TREADWELL PARK/SUGAR EAST,Manhattan,1125,1 AVENUE,10065,Barbecue,40.76124045,-73.96079048
YUMMY CAFE HOUSE,Brooklyn,1505,AVENUE U,11229,Bakery,40.59885791,-73.95619774
HAAGEN DAZS,Bronx,573,GRAND CONCOURSE,10451,"Ice Cream, Gelato, Yogurt, Ices",40.81923151,-73.92700404
YANKEE PIZZA RESTAURANT,Manhattan,181,AVENUE C,10009,Pizza/Italian,40.72661143,-73.97699239
NYBG-HUDSON GARDEN GRILL-DAVID EDWARDS,Bronx,2900,SOUTHERN BOULEVARD,10458,American,40.86567757,-73.88331039
NEW TACO EXPRESS,Manhattan,130,EAST   28 STREET,10016,Tex-Mex,40.74272969,-73.98269229
THE PARLOUR,Manhattan,250,WEST   86 STREET,10024,Irish,40.78848378,-73.97694204
ROWLAND'S BAR AND GRILL/CHEF STREET,Manhattan,151,WEST   34 STREET,10001,American,40.75050916,-73.98947917
AU BON PAIN,Queens,0,LAGUARDIA AIRPORT,11369,Sandwiches/Salads/Mixed Buffet,40.77441403,-73.87729335
BO CA PHE,Manhattan,222,LAFAYETTE STREET,10012,Vietnamese/Cambodian/Malaysia,40.72200524,-73.99738806
POPEYES,Manhattan,75,LEXINGTON AVENUE,10010,Chicken,40.74125586,-73.98345772
BRIDIES BAR AND GRILL,Queens,6328,WOODHAVEN BOULEVARD,11374,American,40.72371146,-73.86868517
UMI NO IE,Manhattan,86,EAST    3 STREET,10003,Japanese,40.72485648,-73.98819525
CHINA CHALET,Staten Island,4326,AMBOY ROAD,10312,Chinese,40.54546665,-74.16029125
BX UPTOWN CARIBBEAN TASTE,Bronx,4061,WHITE PLAINS ROAD,10466,Caribbean,40.89013078,-73.85919376
INDIA KITCHEN,Manhattan,493,9 AVENUE,10018,Indian,40.7555544,-73.99473738
BUCKLEY'S BAR & RESTAURANT,Brooklyn,2926,AVENUE S,11229,American,40.60504156,-73.94291564
PATRICK'S,Manhattan,259,WEST   42 STREET,10036,American,40.7569099,-73.98901613
O-MAI,Manhattan,158,9 AVENUE,10011,Vietnamese/Cambodian/Malaysia,40.74440252,-74.00283296
SAMS FAMOUS PIZZA,Manhattan,150,EAST  116 STREET,10029,Pizza/Italian,40.79843998,-73.94122497
GOOD FRIEND RESTAURANT,Brooklyn,176,MARCUS GARVEY BOULEVARD,11221,Chinese,40.69228013,-73.93990174
THE LONG HALL,Manhattan,58,EAST   34 STREET,10016,American,40.74751376,-73.98240232
BIG WONG RESTAURANT,Manhattan,67,MOTT STREET,10013,Chinese,40.71611773,-73.99819994
BEN'S DELI,Manhattan,209,WEST   38 STREET,10018,Jewish/Kosher,40.7537617,-73.98937037
KAVKAZKIY DVORIK,Brooklyn,2715,AVENUE U,11229,Mediterranean,40.60014015,-73.9445115
MAPLE THAI EATERY,Queens,Feb-36,36 AVENUE,11106,Thai,40.75463562,-73.92562772
DUNKIN',Queens,6120,FRESH MEADOW LANE,11365,Donuts,40.73758679,-73.79583803
A SUSHI,Queens,71-44,AUSTIN STREET,11375,Japanese,40.71963391,-73.84339002
THAI MARKET,Manhattan,960,AMSTERDAM AVENUE,10025,Thai,40.80120272,-73.96515539
99 CENTS FRESH SLICE PIZZA,Manhattan,105,STANTON STREET,10002,Pizza/Italian,40.72118118,-73.98765115
SHORT STORIES,Manhattan,355,BOWERY,10003,American,40.72672871,-73.99166212
KIDS 'N' ACTION,Brooklyn,1149,MCDONALD AVENUE,11230,Jewish/Kosher,40.62507924,-73.97606208
AGED,Queens,10702,70TH RD,11375,Steak,40.72078167,-73.84574307
SAI GON DEP,Manhattan,719,2 AVENUE,10016,Asian,40.74768229,-73.97378386
COZY CORNER/CHICKEN LOVER,Manhattan,1161,2 AVENUE,10065,Delicatessen,40.76194945,-73.96336748
THE LATE LATE,Manhattan,159,EAST HOUSTON STREET,10002,American,40.72305874,-73.98907946
CAFE OLYMPIA,Manhattan,664,LEXINGTON AVENUE,10022,Delicatessen,40.75989278,-73.96989137
ROSE'S,Brooklyn,295,FLATBUSH AVENUE,11217,American,40.67902739,-73.97378571
EASTERN CHINESE RESTAURANT,Bronx,1233,GRANT AVENUE,10456,Chinese,40.83390747,-73.91479148
MANCHEGO-KOKO,Brooklyn,1502,CORTELYOU ROAD,11226,Asian,40.64125118,-73.96430599
GARDENIA DELI,Manhattan,404,8 AVENUE,10001,Delicatessen,40.74980689,-73.99518176
RALPH'S FAMOUS ITALIAN ICES,Queens,7301,METROPOLITAN AVE,11379,"Ice Cream, Gelato, Yogurt, Ices",40.71274392,-73.87918565
ARGO TEA CAFE,Manhattan,1792,BROADWAY,10019,Café/Coffee/Tea,40.76715789,-73.98170035
COURT PASTRY SHOP,Brooklyn,298,COURT STREET,11231,Bakery,40.68398735,-73.99512524
POKE BOWL STATION,Brooklyn,237,FLATBUSH AVENUE,11217,Salads,40.6811467,-73.97533522
SAZON COLOMBIA,Queens,8926E,ROOSEVELT AVE,11372,Spanish,40.74831684,-73.87729108
PIZZA GYRO GRILL,Brooklyn,1620,AVENUE M,11230,Pizza/Italian,40.61812729,-73.95882533
PIM POLLO,Queens,32-39,JUNCTION BOULEVARD,11369,"Latin (Cuban, Dominican, Puerto Rican, South & Central American)",40.75770874,-73.87412975
LYNX KITCHEN,Manhattan,1,WEST  137 STREET,10037,Caribbean,40.81424208,-73.93715393
JOYCE BAKESHOP,Brooklyn,632,VANDERBILT AVENUE,11238,French,40.6772915,-73.96900226
GREAT WALL CHINESE RESTAURNAT,Bronx,732,EAST  187 STREET,10458,Chinese,40.85374327,-73.88311091
11 STREET CAFE,Manhattan,327,WEST   11 STREET,10014,Café/Coffee/Tea,40.73563005,-74.00747659
JULIANA'S PIZZA,Brooklyn,55,WATER STREET,11201,Pizza/Italian,40.70329391,-73.99204736
TASTE OF CHINA,Brooklyn,5705,5 AVENUE,11220,Chinese,40.64107467,-74.01449232
SERAFINA GRILL,Manhattan,33,EAST 61 ST STREET,10065,Italian,40.76469617,-73.97014911
BASTA PASTA RESTAURANT,Manhattan,37,WEST   17 STREET,10011,Italian,40.73846819,-73.99352987
NORTHERN BELL,Brooklyn,612,METROPOLITAN AVENUE,11211,American,40.71412176,-73.94859342
KAIETEUR RESTAURANT,Queens,Dec-87,LEFFERTS BOULEVARD,11418,Caribbean,40.69957628,-73.83069576
CAFE FRESCO,Manhattan,1239,1 AVENUE,10065,Delicatessen,40.76447295,-73.95843849
NEW CHANG LE FAN DIAN,Brooklyn,5604,8 AVENUE,11220,Chinese,40.63765261,-74.00731785
PARK CAFE,Manhattan,861,7 AVENUE,10019,American,40.76434713,-73.98087084
CONMIGO,Manhattan,1685,1 AVENUE,10128,Mexican,40.77784968,-73.94867402
BLUE STORM BILLIARDS & CAFE,Queens,13541,37TH AVE,11354,Tapas,40.76135695,-73.8316391
MUNCHIES,Bronx,394,EAST TREMONT AVENUE,10457,Hamburgers,40.84770827,-73.90139285
KEILLY CHINESE FOOD,Queens,2140,UTOPIA PKWY,11357,Chinese,40.77759851,-73.79347264
WENDY'S,Manhattan,938,8 AVENUE,10019,Hamburgers,40.76572267,-73.98358519
LUCKY'S FAMOUS BURGERS,Manhattan,264,WEST   23 STREET,10011,Hamburgers,40.74480875,-73.99737633
THE SKINNY,Manhattan,174,ORCHARD STREET,10002,American,40.7216808,-73.98839062
